Genus,Species,Species Author,Subspecies,Subspecies Author,Variety,Variety Author,taxon name for relation
Scagelia,occidentale,(Kylin) E.M.Wollaston,,,,,Scagelia occidentale
Scagelia,occidentalis,(Kylin) Wollaston,,,,,Scagelia occidentalis
Scagelia,pylaisaei,(Montagne) M.J. Wynne,,,,,Scagelia pylaisaei
Scagelonema,parasiticum,Norris & Wynne,,,,,Scagelonema parasiticum
Scagelonema,parasitica,R.E.Norris & M.J.Wynne,,,,,Scagelonema parasitica
Scenedesmus,quadralternus,Kuetzing,,,,,Scenedesmus quadralternus
Scenedesmus,quadricauda,(Turp.) Breb.,,,,,Scenedesmus quadricauda
Scenedesmus,bijuga,(Turp.) Kuetzing,,,,,Scenedesmus bijuga
Scenedesmus,obliquus,(Turp.) Kuetzing,,,,,Scenedesmus obliquus
Schizochlaenion,rhodotrichum,Wynne & R. Norris,,,,,Schizochlaenion rhodotrichum
Schizochlaenion,rhodotrichum,M.J.Wynne & R.E.Norris,,,,,Schizochlaenion rhodotrichum
Schizochlaenion,rhodotrichum,Wynne & Norris,,,,,Schizochlaenion rhodotrichum
Schizochlaenion,rhodotrichum,Wynne,,,,,Schizochlaenion rhodotrichum
Schizochlaenion,rhodotrichum,M.J. Wynne et R.E. Norris,,,,,Schizochlaenion rhodotrichum
Schizogonium,laetevirens,Kuetzing,,,,,Schizogonium laetevirens
Schizogonium,murale,Jao,,,,,Schizogonium murale
Schizoseris,daviesii,(Hooker F. & Harvey) Kylin,,,,,Schizoseris daviesii
Schizoseris,dichotoma,(Hooker & Harvey) Kylin,,,,,Schizoseris dichotoma
Schizoseris,subdichotoma,(Segawa) Yamada,,,,,Schizoseris subdichotoma
Schizothrix,calcicola,(C.A. Agardh) Gomont,,,,,Schizothrix calcicola
Schizothrix,fasciculata,(Naegeli) Gomont,,,,,Schizothrix fasciculata
Schizothrix,fragilis,Gomont,,,,,Schizothrix fragilis
Schizothrix,lacustris,Gomont,,,,,Schizothrix lacustris
Schizothrix,mexicana,Gomont,,,,,Schizothrix mexicana
Schizothrix,muelleri,Naegeli,,,,,Schizothrix muelleri
Schizothrix,roseola,(Gardner) Drouet,,,,,Schizothrix roseola
Schizothrix,rubella,Gomont,,,,,Schizothrix rubella
Schizothrix,vaginata,(Naegeli) Gomont,,,,,Schizothrix vaginata
Schizothrix,calcicola,(C. Agardh) Gomont,,,,,Schizothrix calcicola
Schizymenia,pacifica,(Kylin) Kylin,,,,,Schizymenia pacifica
Schizymenia,dubyi,(Chauvin) J. Agardh,,,,,Schizymenia dubyi
Schizymenia,epiphytica,(Setchell & Lawson) Smith & Hollenberg,,,,,Schizymenia epiphytica
Schizymenia,novae-zelandiae,J. Agardh,,,,,Schizymenia novae-zelandiae
Schizymenia,borealis,I. A. Abbott,,,,,Schizymenia borealis
Schizymenia,pacifica,Kylin,,,,,Schizymenia pacifica
Schizymenia,dubyi,(Chauvin e Duby) J. Agardh,,,,,Schizymenia dubyi
Schmitzia,evanescens,M.W.Hawkes,,,,,Schmitzia evanescens
Schmitzia,evanescens,Hawkes,,,,,Schmitzia evanescens
Schmitzia,hiscockiana,Maggs & Guiry,,,,,Schmitzia hiscockiana
Schmitziella,endophloea,Bornet & Batters,,,,,Schmitziella endophloea
Schottera,nicaeensis,(Lamouroux ex Duby) Guiry & Hollenberg,,,,,Schottera nicaeensis
Scinaia,furcellata,(Turner) Bivona,,,,,Scinaia furcellata
Scinaia,hormoides,Setchell,,,,,Scinaia hormoides
Scinaia,johnstonii,Setchell,,,,,Scinaia johnstonii
Scinaia,latifrons,Howe,,,,,Scinaia latifrons
Scinaia,moniliformis,J. Agardh,,,,,Scinaia moniliformis
Scinaia,pseudo-japonica,Yamada & Tanaka,,,,,Scinaia pseudo-japonica
Scinaia,setchellii,Taylor,,,,,Scinaia setchellii
Scinaia,furcellata,Bivona-bernardi,,,,,Scinaia furcellata
Scinaia,confusa,(Setchell) Huisman,,,,,Scinaia confusa
Scinaia,tokidae,Kajimura,,,,,Scinaia tokidae
Scinaia,pseudo-moniliformis,Kajimura,,,,,Scinaia pseudo-moniliformis
Scinaia,okiensis,Kajimura,,,,,Scinaia okiensis
Scinaia,flabellata,Kajimura,,,,,Scinaia flabellata
Scleropthora,macrospora,(Sacc.) Thirum et al.,,,,,Scleropthora macrospora
Sclerospora,graminicola,(Sacc.) J. Schrot.,,,,,Sclerospora graminicola
Scotinosphaera,paradoxa,G. A. Klebs,,,,,Scotinosphaera paradoxa
Scytonema,alatum,Borzi,,,,,Scytonema alatum
Scytonema,archangelii,Bornet & Flahault,,,,,Scytonema archangelii
Scytonema,azureum,Tilden,,,,,Scytonema azureum
Scytonema,crassum,Bornet & Flahault,,,,,Scytonema crassum
Scytonema,crispum,(Agardh) Bornet,,,,,Scytonema crispum
Scytonema,coactile,Montagne,,,,,Scytonema coactile
Scytonema,figuratum,Bornet & Flahault,,,,,Scytonema figuratum
Scytonema,fuliginosum,Tilden,,,,,Scytonema fuliginosum
Scytonema,guyanense,(Montagne) Bornet & Flahault,,,,,Scytonema guyanense
Scytonema,hawaiina,Tilden,,,,,Scytonema hawaiina
Scytonema,hofmanii,Agardh,,,,,Scytonema hofmanii
Scytonema,mirabile,(Dillwyn) Bornet,,,,,Scytonema mirabile
Scytonema,myochrous,Bornet & Flahault,,,,,Scytonema myochrous
Scytonema,polycystium,Bornet & Flahault,,,,,Scytonema polycystium
Scytonema,rivulare,Borzi,,,,,Scytonema rivulare
Scytonema,stuposum,Bornet & Flahault,,,,,Scytonema stuposum
Scytonema,hofmanii,C. Agardh,,,,,Scytonema hofmanii
Scytosiphon,lomentaria,(Lyngbye) J. Agardh,,,,,Scytosiphon lomentaria
Scytosiphon,lomentaria,(Lyngbye) Endlicher,,,,,Scytosiphon lomentaria
Scytosiphon,lomentaria,(Lyngbya) J. Agardh,,,,,Scytosiphon lomentaria
Scytosiphon,lomentaria,(Lyngbye) Link,,,,,Scytosiphon lomentaria
Scytosiphon,lomentaria,(Lyngbya) J.G. Agardh,,,,,Scytosiphon lomentaria
Scytosiphon,lomentaria,Lyngbya) J. Agardh,,,,,Scytosiphon lomentaria
Scytosiphon,attenuata,(Kjellman) Doty,,,,,Scytosiphon attenuata
Scytosiphon,dotyi,Wynne,,,,,Scytosiphon dotyi
Scytosiphon,simplicissimus,(Clemente) Cremades,,,,,Scytosiphon simplicissimus
Scytosiphon,gracilis,Kogame(Ined.),,,,,Scytosiphon gracilis
Scytosiphon,sp.,C. Agardh,,,,,Scytosiphon sp.
Scytosiphon,canaliculatus,(Setchell & N.L. Gardner) Kogame,,,,,Scytosiphon canaliculatus
Scytosiphon,dotyi,M.J. Wynne,,,,,Scytosiphon dotyi
Scytosiphon,dotyii,M.J. Wynne,,,,,Scytosiphon dotyii
Scytothalia,dorycarpa,(Turner) Greville,,,,,Scytothalia dorycarpa
Scytothamnus,australis,(J. Agardh) Hooker & Harvey,,,,,Scytothamnus australis
Scytothamnus,fascicularis,(Hooker & Harvey) Cotton,,,,,Scytothamnus fascicularis
Scytothamnus,fasciculatus,(J. D. Hooker & Harvey) Cotton,,,,,Scytothamnus fasciculatus
Scytothamnus,australis,(J. Agardh) Hooker F. & Harvey,,,,,Scytothamnus australis
Scytothamnus,australis,Hooker & Harvey,,,,,Scytothamnus australis
Sebdenia,rubra,Taylor,,,,,Sebdenia rubra
Seirococcus,axillaris,(R. Brown ex Turner) Greville,,,,,Seirococcus axillaris
Seirococcus,axillaris,Greville,,,,,Seirococcus axillaris
Seirospora,byssoides,(Arnott) De Toni,,,,,Seirospora byssoides
Seirospora,purpurea,Howe,,,,,Seirospora purpurea
Serraticardia,macmillanii,(Yendo) Silva,,,,,Serraticardia macmillanii
Serraticardia,maxima,(Yendo) Silva,,,,,Serraticardia maxima
Serraticardia,macmillanii,(Yendo) P.C. Silva,,,,,Serraticardia macmillanii
Serraticardia,"macmilliani",(Yendo) Silva,,,,,"Serraticardia macmilliani"
Shepleya,watttsii,(Harvey) Gordon,,,,,Shepleya watttsii
Siphonocladus,tropicus,(Crouan) J. Agardh,,,,,Siphonocladus tropicus
Siphonocladus,tropicus,(Crouan) J.Ag.,,,,,Siphonocladus tropicus
Sirogonium,stictum,Kuetzing,,,,,Sirogonium stictum
Smithora,naiadum,(Anderson) Hollenberg,,,,,Smithora naiadum
Smithora,naiadum,(C.L. Anderson) G.J. Hollenberg,,,,,Smithora naiadum
Smithora,naiadum,(C.L. Anderson) Hollenberg,,,,,Smithora naiadum
Smithora,naiadum,(C.L.Anderson) Hollenberg,,,,,Smithora naiadum
Solieria,chordalis,(J. Agardh) J. Agardh,,,,,Solieria chordalis
Solieria,dura,(Zanardini) Schimitz,,,,,Solieria dura
Solieria,jaasundii,Mshigeni & Papenfuss,,,,,Solieria jaasundii
Solieria,robusta,(Greville) Kylin,,,,,Solieria robusta
Solieria,pacifica,(Yamada) Yoshida,,,,,Solieria pacifica
Solieria,dichotoma,Yoshida,,,,,Solieria dichotoma
Sonderella,linearis,(Harvey) Schmitz,,,,,Sonderella linearis
Sonderopelta,coriacea,Womersley & Sinkora,,,,,Sonderopelta coriacea
Soranthera,ulvoidea,Postels & Ruprecht,,,,,Soranthera ulvoidea
Soranthera,ulvoidea,Postels & Rupecht,,,,,Soranthera ulvoidea
Soranthera,ulvoidea,Postels et Ruprecht,,,,,Soranthera ulvoidea
Sorella,pulchra,(Yamada) Yoshida et Mikami,,,,,Sorella pulchra
Sparlingia,pertusa,"(Postels et Ruprecht) G.W. Saunders, Strachan et Kraft",,,,,Sparlingia pertusa
Sparlingia,pertusa,"(Postels & Ruprecht) G.W. Saunders, I.M. Strachan & Kraft",,,,,Sparlingia pertusa
Sparlingia,pertusa,"(Postels & Ruprecht) G.W.Saunders, I.M.Strachan & Kraft",,,,,Sparlingia pertusa
Sparlingia,pertusa,"(Postels & Ruprecht) G.W.Saunders, Strachan & Kraft",,,,,Sparlingia pertusa
Spatoglossum,pacificum,Yendo,,,,,Spatoglossum pacificum
Spatoglossum,chapmanii,Lindauer,,,,,Spatoglossum chapmanii
Spatoglossum,schroederi,(Mertens) Kuetzing,,,,,Spatoglossum schroederi
Spatoglossum,solierii,(J. Agardh) Kuetzing,,,,,Spatoglossum solierii
Spatoglossum,veloroae,Taylor,,,,,Spatoglossum veloroae
Spatoglossum,crassum,J. Tanaka,,,,,Spatoglossum crassum
Spatoglossum,latum,J. Tanaka,,,,,Spatoglossum latum
Spatoglossum,ecuadoreanum,W.R. Taylor,,,,,Spatoglossum ecuadoreanum
Spermatochnus,adriaticus,Kuetzing,,,,,Spermatochnus adriaticus
Spermatochnus,paradoxus,(Roth) Kuetzing,,,,,Spermatochnus paradoxus
Spermothamnion,gorgoneum,(Montagne) Bornet,,,,,Spermothamnion gorgoneum
Spermothamnion,phycophila,Taylor,,,,,Spermothamnion phycophila
Spermothamnion,repens,(Dillwyn) Rosenvinge,,,,,Spermothamnion repens
Spermothamnion,strictum,(C. Agardh) Ardissone,,,,,Spermothamnion strictum
Spermothamnion,turneri,(Mertens) Areschoug,,,,,Spermothamnion turneri
Sphacelaria,bipinnata,(Kuetzing) Sauvageau,,,,,Sphacelaria bipinnata
Sphacelaria,tribuloides,Menenghini,,,,,Sphacelaria tribuloides
Sphacelaria,furcigera,Kuetzing,,,,,Sphacelaria furcigera
Sphacelaria,cirrhosa,(Roth) C. Agardh,,,,,Sphacelaria cirrhosa
Sphacelaria,cirrosa,(Roth) C. Agardh,,,,,Sphacelaria cirrosa
Sphacelaria,labillardieri,(Mertens) J. Agardh,,,,,Sphacelaria labillardieri
Sphacelaria,multiplex,Womersley,,,,,Sphacelaria multiplex
Sphacelaria,novae-caledoniae,Sauvageau,,,,,Sphacelaria novae-caledoniae
Sphacelaria,carpoglossi,Womersley,,,,,Sphacelaria carpoglossi
Sphacelaria,subfusca,Setchell & Gardner,,,,,Sphacelaria subfusca
Sphacelaria,rigidula,Kuetzing,,,,,Sphacelaria rigidula
Sphacelaria,cirrosa,(Roth) Agardh,,,,,Sphacelaria cirrosa
Sphacelaria,implicata,Sauvageau,,,,,Sphacelaria implicata
Sphacelaria,biradiata,Askenasy,,,,,Sphacelaria biradiata
Sphacelaria,brachygona,Montagne,,,,,Sphacelaria brachygona
Sphacelaria,bracteata,(Reinke) Sauvageau,,,,,Sphacelaria bracteata
Sphacelaria,britannica,Sauvageau,,,,,Sphacelaria britannica
Sphacelaria,californica,Sauvageau,,,,,Sphacelaria californica
Sphacelaria,hancockii,Dawson,,,,,Sphacelaria hancockii
Sphacelaria,norrisii,Hollenberg,,,,,Sphacelaria norrisii
Sphacelaria,plumosa,Lyngbye,,,,,Sphacelaria plumosa
Sphacelaria,plumigera,Holmes,,,,,Sphacelaria plumigera
Sphacelaria,pulvinata,Harvey & Hooker,,,,,Sphacelaria pulvinata
Sphacelaria,radicans,(Dillwyn) C. Agardh,,,,,Sphacelaria radicans
Sphacelaria,racemosa,Greville,,,,,Sphacelaria racemosa
Sphacelaria,sertularia,Bonnem.,,,,,Sphacelaria sertularia
Sphacelaria,stewartensis,Lindauer,,,,,Sphacelaria stewartensis
Sphacelaria,tribuloides,Meneghini,,,,,Sphacelaria tribuloides
Sphacelaria,velutina,Greville,,,,,Sphacelaria velutina
Sphacelaria,yamadae,Segawa,,,,,Sphacelaria yamadae
Sphacelaria,nipponica,Kitayama,,,,,Sphacelaria nipponica
Sphacelaria,furcigera,Kützing,,,,,Sphacelaria furcigera
Sphacelaria,rigidula,Kützing,,,,,Sphacelaria rigidula
Sphaerococcus,coronopifolius,(Goodenough & Woodward) Agardh,,,,,Sphaerococcus coronopifolius
Sphaerococcus,multipartitus,Agardh,,,,,Sphaerococcus multipartitus
Sphaerococcus,teedii,Agardh,,,,,Sphaerococcus teedii
Sphaerococcus,corneus,Agardh,,,,,Sphaerococcus corneus
Sphaerococcus,coronopifolius,(Goodenough & Woodward) Stackhouse,,,,,Sphaerococcus coronopifolius
Sphaerococcus,coronopifolius,Stackhouse,,,,,Sphaerococcus coronopifolius
Sphaerotrichia,dissessa,(Setchell & Gardner) A. Zinova,,,,,Sphaerotrichia dissessa
Sphaerotrichia,divaricata,(C. Agardh) Kylin,,,,,Sphaerotrichia divaricata
Sphaerotrichia,dissessa,(Setchell & Gadner) A. Zinova,,,,,Sphaerotrichia dissessa
Sphaerozosma,vertebratum,(Brebbison) Ralfs,,,,,Sphaerozosma vertebratum
Sphondylothamnion,multifidum,(Hudson) Naegeli,,,,,Sphondylothamnion multifidum
Spirogyra,decimina,Link,,,,,Spirogyra decimina
Spirogyra,fluviatilis,Hilse,,,,,Spirogyra fluviatilis
Spirogyra,insignis,(Hass.) Kuetzing,,,,,Spirogyra insignis
Spirogyra,longata,(Vauch.) Kuetzing,,,,,Spirogyra longata
Spirogyra,majuscula,Kuetzing,,,,,Spirogyra majuscula
Spirogyra,orbicularis,Kuetzing,,,,,Spirogyra orbicularis
Spirogyra,spectabilis,Mart.,,,,,Spirogyra spectabilis
Spirotaenia,bahusiensis,Lutkem & Nordstedt,,,,,Spirotaenia bahusiensis
Spirulina,major,Gomont,,,,,Spirulina major
Spirulina,subsalsa,Oersted ex Gomont,,,,,Spirulina subsalsa
Spirulina,subsalsa,Oersted ex Gomontg,,,,,Spirulina subsalsa
Splachnidium,rugosum,(L.) Greville,,,,,Splachnidium rugosum
Spongites,tumidum,"(Foslie) K.A. Miller, P.W. Gabrielson, Miklasz, E. van der Merwe & Maneveldt",,,,,Spongites tumidum
Spongites,decipens,(Foslie) Y.M. Chamberlain,,,,,Spongites decipens
Spongocladia,vaucheriaeformis,Areschoug,,,,,Spongocladia vaucheriaeformis
Spongoclonium,paradonum,(Harvey) De Toni,,,,,Spongoclonium paradonum
Spongoclonium,pastorale,Laing,,,,,Spongoclonium pastorale
Spongomorpha,aeruginosa,(Linnaeus) Hoek,,,,,Spongomorpha aeruginosa
Spongomorpha,arcta,(Dillwyn) Kützing,,,,,Spongomorpha arcta
Spongomorpha,aeruginosa,(L.) Hoek,,,,,Spongomorpha aeruginosa
Spongomorpha,mertensii,(Ruprecht) Setchell & Gardner,,,,,Spongomorpha mertensii
Spongomorpha,saxatilis,(Ruprecht) Collins,,,,,Spongomorpha saxatilis
Spongomorpha,heteroclada,Sakai,,,,,Spongomorpha heteroclada
Spongomorpha,lanosa,(Roth) Kuetzing,,,,,Spongomorpha lanosa
Spongomorpha,pallida,(Kjellman) Wille,,,,,Spongomorpha pallida
Spongomorpha,duriuscula,(Ruprecht) Collins,,,,,Spongomorpha duriuscula
Spongomorpha,arcta,(Dillwyn) Kuetzing,,,,,Spongomorpha arcta
Spongomorpha,aeruginosa,(Linnaeus) van den Hoek,,,,,Spongomorpha aeruginosa
Spongonema,tomentosum,(Hudson) Kuetzing,,,,,Spongonema tomentosum
Spongonema,tomentosum,(Hduson) Kuetzing,,,,,Spongonema tomentosum
Spongonema,tomentosum,(Hudson) Kützing,,,,,Spongonema tomentosum
Sporochnus,pedunculatus,(Hudson) C. Agardh,,,,,Sporochnus pedunculatus
Sporochnus,apodus,Haro.,,,,,Sporochnus apodus
Sporochnus,bolleanus,Montagne,,,,,Sporochnus bolleanus
Sporochnus,comosus,C. Agardh,,,,,Sporochnus comosus
Sporochnus,moorei,Harvey,,,,,Sporochnus moorei
Sporochnus,radiciformis,(Turner) C. Agardh,,,,,Sporochnus radiciformis
Sporochnus,rhizodes,Agardh,,,,,Sporochnus rhizodes
Sporochnus,scoparius,Harvey,,,,,Sporochnus scoparius
Sporochnus,stylosus,Hooker & Harvey,,,,,Sporochnus stylosus
Sporochnus,radiciformis,(R. Brown ex Turner) C. Agardh,,,,,Sporochnus radiciformis
Sporocladopsis,novaezelandiae,Chapman,,,,,Sporocladopsis novaezelandiae
Sporoglossum,lophurellae,Kylin,,,,,Sporoglossum lophurellae
Spyridia,hypnoides,(Bory) Papenfuss,,,,,Spyridia hypnoides
Spyridia,aculeata,(Schimper) Kuetzing,,,,,Spyridia aculeata
Spyridia,clavata,Kuetzing,,,,,Spyridia clavata
Spyridia,complanata,J. Agardh,,,,,Spyridia complanata
Spyridia,elongata,Okamura,,,,,Spyridia elongata
Spyridia,filamentosa,(Wulfen) Harvey,,,,,Spyridia filamentosa
Spyridia,filamentosa,(Bory) Papenfuss,,,,,Spyridia filamentosa
Spyridia,cupressina,(Harvey) Kuetzing,,,,,Spyridia cupressina
Spyridia,cupressina,Kuetzing,,,,,Spyridia cupressina
Spyridia,dasyoides,Sonder,,,,,Spyridia dasyoides
Staurastrum,alternans,Breb.,,,,,Staurastrum alternans
Staurastrum,botrophilum,Wolle,,,,,Staurastrum botrophilum
Staurastrum,dilatatum,Ehrenb.,,,,,Staurastrum dilatatum
Staurastrum,elongatum,Barker,,,,,Staurastrum elongatum
Staurastrum,muricatum,Breb.,,,,,Staurastrum muricatum
Staurastrum,hystrix,Ralfs,,,,,Staurastrum hystrix
Staurastrum,orbiculare,(Ehrenberg) Ralfs,,,,,Staurastrum orbiculare
Staurastrum,pilosum,Arch.,,,,,Staurastrum pilosum
Staurastrum,puntulatum,Brebisson,,,,,Staurastrum puntulatum
Stenocladia,australis,(Sonder) Silva,,,,,Stenocladia australis
Stenocladia,furcata,(Harvey) J. Agardh,,,,,Stenocladia furcata
Stenogramma,interrupta,(C. Agardh) Montagne,,,,,Stenogramma interrupta
Stenogramma,interrupta,(C.A. Agardh) Montagne,,,,,Stenogramma interrupta
Stenogramma,interrupta,(C. Agardh) Montage,,,,,Stenogramma interrupta
Stephanocystis,geminata,"(C. Agardh) Draisma, Ballesteros, F. Rousseau & T. Thibaut",,,,,Stephanocystis geminata
Stephanocystis,geminata,"(C. Agardh) Draisma, Ballesteros, F. Rousseau et T. Thibaut",,,,,Stephanocystis geminata
Stephanocystis,geminata,"(C. Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",,,,,Stephanocystis geminata
Stephanocystis,geminata,"(C.Agardh) Draisma, Ballesteros, F.Rousseau & T.Thibaut",,,,,Stephanocystis geminata
Stictosporum,nitophylloides,(Harvey) J. Agardh,,,,,Stictosporum nitophylloides
